"EG11_003 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG11_003.tcf]","Chan ID","Qmax","Time Qmax","Vmax","Time Vmax"
     1,"FC01.1_R",          44.818,          0.9596,      7.6848,          0.9596
     2,"FC01.2_R",          69.893,          1.3258,      4.8537,          1.3258
     3,"FC04.1_C",           0.000,          3.0001,      0.0000,          3.0001
