"EG11_008 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG11_008.tcf]","Chan ID","Qmax","Time Qmax","Vmax","Time Vmax"
     1,"FC01.1_R",          47.458,          0.9546,      8.1376,          0.9546
     2,"FC01.2_R",          46.267,          1.0769,      5.3550,          1.0769
     3,"FC04.1_C",           0.000,          3.0001,      0.0000,          3.0001
     4,"W999",          35.240,          1.2682,      0.9544,          1.2682
