No,Node,Bed Level,Top Level,nChannels,Channels
     5,"FC01.1.1",      47.049,      54.348,    1,"FC01.1"
     6,"FC01.1.2",      47.049,      54.348,    1,"FC01.1"
     3,"FC01.2.1",      39.649,      47.002,    1,"FC01.2"
     4,"FC01.2.2",      39.649,      47.002,    1,"FC01.2"
     1,"FC04.1.1",      44.549,      51.688,    1,"FC04.1"
     2,"FC04.1.2",      44.549,      51.688,    1,"FC04.1"
