"EG11_009 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG11_009.tcf]","Node ID","Hmax","Time Hmax"
     1,"FC01.1_R.1",     49.8551,      0.9557
     2,"FC01.1_R.2",     47.3913,      0.9647
     3,"FC01.2_R.1",     42.6288,      1.3614
     4,"FC01.2_R.2",     40.6556,      1.3721
     5,"FC04.1_C.1",     43.3490,      3.0001
     6,"FC04.1_C.2",     42.9170,      1.3091
     7,"OC999.8",     42.5147,      2.5772
     8,"OC999.9",     42.7192,      1.3618
