"EG11_008 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG11_008.tcf]","Node ID","Hmax","Time Hmax"
     1,"FC01.1_R.1",     49.8551,      0.9546
     2,"FC01.1_R.2",     47.3913,      0.9645
     3,"FC01.2_R.1",     42.8788,      1.2699
     4,"FC01.2_R.2",     40.6701,      1.2900
     5,"FC04.1_C.1",     43.3490,      3.0001
     6,"FC04.1_C.2",     43.0748,      1.2334
     7,"W999.1",     42.9194,      1.2700
     8,"W999.2",     42.5960,      3.0001
