"EG11_010 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG11_010.tcf]","Node ID","Hmax","Time Hmax"
     1,"FC01.1_R.1",     49.8551,      0.9545
     2,"FC01.1_R.2",     47.3913,      0.9649
     3,"FC04.1_C.1",     44.0040,      1.8391
     4,"FC04.1_C.2",     44.0050,      1.8143
     5,"SG_001.1",     43.9840,      1.8210
     6,"SG_001.2",     40.9990,      3.0001
