"EG11_002 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG11_002.tcf]","Chan ID","Qmax","Time Qmax","Vmax","Time Vmax"
     1,"FC01.1",          53.650,          0.9344,      4.9387,          0.9344
     2,"FC01.2",          85.890,          1.2298,      3.5338,          1.2298
     3,"FC04.1",           0.000,          3.0001,      0.0000,          3.0001
