"EG11_007 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG11_007.tcf]","Node ID","Hmax","Time Hmax"
     1,"FC01.1.1",     49.5925,      0.9567
     2,"FC01.1.2",     47.2975,      0.9655
     3,"FC01.2.1",     42.6360,      1.2877
     4,"FC01.2.2",     40.7393,      1.3018
     5,"FC04.1.1",     44.5490,      3.0001
     6,"FC04.1.2",     44.5490,      3.0001
