No,Node,Bed Level,Top Level,nChannels,Channels
     5,"FC01.1.1",      45.399,      52.645,    1,"FC01.1"
     6,"FC01.1.2",      44.499,      51.745,    1,"FC01.1"
     3,"FC01.2.1",      37.599,      44.845,    1,"FC01.2"
     4,"FC01.2.2",      37.499,      44.745,    1,"FC01.2"
     1,"FC04.1.1",      43.349,      49.953,    1,"FC04.1"
     2,"FC04.1.2",      42.749,      49.353,    1,"FC04.1"
