"EG11_012 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG11_012.tcf]","Node ID","Hmax","Time Hmax"
     1,"arch_bridge.1",     41.4933,      1.1824
     2,"arch_bridge.2",     41.3377,      0.5325
     3,"FC01.1_R.1",     49.8551,      0.9562
     4,"FC01.1_R.2",     47.3913,      0.9640
     5,"FC04.1_C.1",     43.3490,      3.0001
     6,"FC04.1_C.2",     42.7562,      1.1070
