"M06_5m_001","Location","Flow","Water Level","Velocity"
"q:\TUFLOW\Tutorial_Models_QGIS_GPKG\Module_06\Complete_Model\TUFLOW\runs\M06_5m_001.tcf","Time","Loc1_L","Loc1_P","Loc1_P"
"q:\TUFLOW\Tutorial_Models_QGIS_GPKG\Module_06\Complete_Model\TUFLOW\results\M06_5m_001_PO.csv",        0.000000,          0.0000,         39.0108,          0.0000
,        0.016667,          0.0010,         39.0114,          0.0291
,        0.033333,          0.0034,         39.0129,          0.0342
,        0.050000,          0.0050,         39.0143,          0.0618
,        0.066667,          0.0079,         39.0163,          0.0963
,        0.083333,          0.0123,         39.0191,          0.1404
,        0.100000,          0.0162,         39.0209,          0.1537
,        0.116667,          0.0199,         39.0229,          0.1576
,        0.133333,          0.0246,         39.0254,          0.1700
,        0.150000,          0.0300,         39.0286,          0.1862
,        0.166667,          0.0366,         39.0325,          0.2048
,        0.183333,          0.0459,         39.0375,          0.2215
,        0.200000,          0.0576,         39.0466,          0.2241
,        0.216667,          0.0616,         39.0560,          0.1812
,        0.233333,          0.0657,         39.0642,          0.1594
,        0.250000,          0.0708,         39.0724,          0.1439
,        0.266667,          0.0766,         39.0813,          0.1337
,        0.283333,          0.0828,         39.0907,          0.1262
,        0.300000,          0.0895,         39.1004,          0.1208
,        0.316667,          0.0973,         39.1105,          0.1169
,        0.333333,          0.1083,         39.1209,          0.1177
,        0.350000,          0.1314,         39.1340,          0.1246
,        0.366667,          0.1553,         39.1481,          0.1298
,        0.383333,          0.1836,         39.1624,          0.1371
,        0.400000,          0.2193,         39.1775,          0.1461
,        0.416667,          0.2558,         39.1940,          0.1098
,        0.433333,          0.3006,         39.2109,          0.1165
,        0.450000,          0.3463,         39.2300,          0.1241
,        0.466667,          0.4026,         39.2529,          0.1341
,        0.483333,          0.4690,         39.2798,          0.1445
,        0.500000,          0.5494,         39.3106,          0.1537
,        0.516667,          0.6299,         39.3445,          0.1621
,        0.533333,          0.6981,         39.3814,          0.1591
,        0.550000,          0.7496,         39.4232,          0.1473
,        0.566667,          0.7655,         39.4714,          0.1235
,        0.583333,          0.7599,         39.5243,          0.0957
,        0.600000,          0.7395,         39.5795,          0.0679
,        0.616667,          0.7028,         39.6355,          0.0399
,        0.633333,          0.7122,         39.6880,          0.0306
,        0.650000,          0.7066,         39.7413,          0.0259
,        0.666667,          0.7952,         39.7928,          0.0331
,        0.683333,          5.6615,         40.1034,          0.6736
,        0.700000,         27.4817,         41.0721,          1.1469
,        0.716667,         41.7601,         41.5729,          1.0113
,        0.733333,         53.2275,         41.8556,          0.9504
,        0.750000,         63.0189,         42.0271,          0.9389
,        0.766667,         70.5278,         42.1375,          0.9399
,        0.783333,         75.5810,         42.2152,          0.9276
,        0.800000,         78.6529,         42.2827,          0.8921
,        0.816667,         79.0951,         42.3591,          0.8187
,        0.833333,         77.6752,         42.4529,          0.7223
,        0.850000,         75.4982,         42.5558,          0.6295
,        0.866667,         73.4713,         42.6600,          0.5509
