"Time (h)    ","1D and 2D:  ","H Vol In    ","H Vol Out   ","Q Vol In    ","Q Vol Out   ","Tot Vol In  ","Tot Vol Out ","Vol I-O     ","dVol        ","Vol Err     ","Q ME (%)    ","Vol I+O     ","Tot Vol     ","Cum Vol I+O ","Cum Vol Err ","Cum ME (%)  ","Cum Q ME (%)"
         0.000,              ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    
         0.017,              ,  0.000000    ,  0.000000    ,  9.761919    ,  0.000000    ,  9.761919    ,  0.000000    ,  9.761919    ,  9.775353    , 0.1343418E-01, 0.1376182    ,  9.761919    ,  9.775353    ,  9.761919    , 0.1343418E-01, 0.1374291    , 0.1376182    
         0.033,              ,  0.000000    ,  0.000000    ,  19.91488    ,  0.000000    ,  19.91488    ,  0.000000    ,  19.91488    ,  20.17748    , 0.2625948    ,  1.318586    ,  19.91488    ,  29.95283    ,  29.67680    , 0.2760290    , 0.9215454    , 0.9301169    
         0.050,              ,  0.000000    ,  0.000000    ,  30.42467    ,  0.000000    ,  30.42467    ,  0.000000    ,  30.42467    ,  30.71415    , 0.2894850    , 0.9514812    ,  30.42467    ,  60.66699    ,  60.10147    , 0.5655140    , 0.9321610    , 0.9409320    
         0.067,              ,  0.000000    ,  0.000000    ,  41.03138    ,  0.000000    ,  41.03138    ,  0.000000    ,  41.03138    ,  41.62692    , 0.5955364    ,  1.451417    ,  41.03138    ,  102.2939    ,  101.1329    ,  1.161050    ,  1.135014    ,  1.148045    
         0.083,              ,  0.000000    ,  0.000000    ,  51.75317    ,  0.000000    ,  51.75317    ,  0.000000    ,  51.75317    ,  52.42489    , 0.6717203    ,  1.297931    ,  51.75317    ,  154.7188    ,  152.8860    ,  1.832771    ,  1.184582    ,  1.198782    
         0.100,              ,  0.000000    ,  0.000000    ,  73.65566    ,  0.000000    ,  73.65566    ,  0.000000    ,  73.65566    ,  74.40093    , 0.7452747    ,  1.011836    ,  73.65566    ,  229.1197    ,  226.5417    ,  2.578045    ,  1.125196    ,  1.138000    
         0.117,              ,  0.000000    ,  0.000000    ,  101.6403    ,  0.000000    ,  101.6403    ,  0.000000    ,  101.6403    ,  102.2411    , 0.6007410    , 0.5910460    ,  101.6403    ,  331.3608    ,  328.1820    ,  3.178786    , 0.9593127    , 0.9686047    
         0.133,              ,  0.000000    ,  0.000000    ,  128.3112    ,  0.000000    ,  128.3112    ,  0.000000    ,  128.3112    ,  129.4975    ,  1.186292    , 0.9245427    ,  128.3112    ,  460.8583    ,  456.4932    ,  4.365078    , 0.9471628    , 0.9562197    
         0.150,              ,  0.000000    ,  0.000000    ,  156.1644    ,  0.000000    ,  156.1644    ,  0.000000    ,  156.1644    ,  157.0386    , 0.8742572    , 0.5598314    ,  156.1644    ,  617.8969    ,  612.6575    ,  5.239335    , 0.8479304    , 0.8551818    
         0.167,              ,  0.000000    ,  0.000000    ,  184.7439    ,  0.000000    ,  184.7439    ,  0.000000    ,  184.7439    ,  184.5834    ,-0.1605391    ,-0.8689818E-01,  184.7439    ,  802.4803    ,  797.4015    ,  5.078796    , 0.6328874    , 0.6369183    
