"   Time (h) ","iStep     ","nRS_NaNs","nRS_HCNs","dtTarget    ","tLastMax    ","H V In      ","H V Out     ","Es HX V In  ","Es HX V Out ","x1D HX V In ","x1D HX V Out","S/RF Vol In ","S/RF Vol Out","Es SX V In  ","Es SX V Out ","x1D SX V In ","x1D SX V Out","V In-Out    ","dVol        ","V Err       ","Total V     ","Q ME (%)"
         0.000,           0,         0,         0, 0.1000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,     0.000
         0.017,         129,         0,         0,  1.354679    , 0.1666667E-01,  0.000000    ,  0.000000    , 0.1443693    ,  0.000000    ,  0.000000    ,  0.000000    ,  4.682427    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  4.826796    ,  4.826795    ,-0.9163011E-06,  4.826795    ,    -0.000
         0.033,         162,         0,         0,  2.500000    , 0.3333333E-01,  0.000000    ,  0.000000    ,  3.539905    ,  0.000000    ,  0.000000    ,  0.000000    ,  4.682427    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  8.222332    ,  8.222330    ,-0.2481043E-05,  13.04912    ,    -0.000
         0.050,         186,         0,         0,  2.500000    , 0.5000000E-01,  0.000000    ,  0.000000    ,  7.454087    ,  0.000000    ,  0.000000    ,  0.000000    ,  4.682427    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  12.13651    ,  12.13651    ,-0.1952052E-05,  25.18564    ,    -0.000
         0.067,         210,         0,         0,  2.500000    , 0.6666667E-01,  0.000000    ,  0.000000    ,  16.29383    ,  0.000000    ,  0.000000    ,  0.000000    ,  4.682427    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  20.97626    ,  20.97626    ,-0.8344650E-06,  46.16189    ,    -0.000
         0.083,         234,         0,         0,  2.500000    , 0.8333334E-01,  0.000000    ,  0.000000    ,  28.71495    ,  0.000000    ,  0.000000    ,  0.000000    ,  4.682427    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  33.39738    ,  33.39739    , 0.1256168E-04,  79.55928    ,     0.000
         0.100,         260,         0,         0,  2.276476    , 0.1000000    ,  0.000000    ,  0.000000    ,  44.71363    ,  0.000000    ,  0.000000    ,  0.000000    ,  4.682427    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  49.39606    ,  49.39603    ,-0.3372133E-04,  128.9553    ,    -0.000
         0.117,         289,         0,         0,  2.080813    , 0.1166667    ,  0.000000    ,  0.000000    ,  68.47856    ,  0.000000    ,  0.000000    ,  0.000000    ,  4.682427    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  73.16099    ,  73.16100    , 0.8046627E-05,  202.1163    ,     0.000
         0.133,         320,         0,         0,  1.937592    , 0.1333333    ,  0.000000    ,  0.000000    ,  96.32735    ,  0.000000    ,  0.000000    ,  0.000000    ,  4.682427    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  101.0098    ,  101.0098    , 0.1786649E-04,  303.1261    ,     0.000
         0.150,         353,         0,         0,  1.834112    , 0.1500000    ,  0.000000    ,  0.000000    ,  125.2937    ,  0.000000    ,  0.000000    ,  0.000000    ,  4.682428    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  129.9762    ,  129.9761    ,-0.9573996E-04,  433.1022    ,    -0.000
         0.167,         388,         0,         0,  1.741455    , 0.1666667    ,  0.000000    ,  0.000000    ,  154.6370    ,  0.000000    ,  0.000000    ,  0.000000    ,  4.682426    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  159.3194    ,  159.3195    , 0.1779944E-04,  592.4216    ,     0.000
         0.183,         424,         0,         0,  1.654571    , 0.1833333    ,  0.000000    ,  0.000000    ,  181.7689    ,  0.000000    ,  0.000000    ,  0.000000    ,  9.675805    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  191.4447    ,  191.4448    , 0.6039441E-04,  783.8664    ,     0.000
         0.200,         465,         0,         0,  1.378885    , 0.2000000    ,  0.000000    ,  0.000000    ,  202.7073    ,  0.000000    ,  0.000000    ,  0.000000    ,  10.92415    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  213.6315    ,  213.6313    ,-0.1131296E-03,  997.4977    ,    -0.000
         0.217,         512,         0,         0,  1.248612    , 0.2166667    ,  0.000000    ,  0.000000    ,  220.6598    , 0.2174217E-05,  0.000000    ,  0.000000    ,  10.92415    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  231.5839    ,  231.5843    , 0.3528134E-03,  1229.082    ,     0.000
         0.233,         563,         0,         0,  1.165205    , 0.2333333    ,  0.000000    ,  0.000000    ,  237.8774    , 0.4619039E-05,  0.000000    ,  0.000000    ,  10.92415    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  248.8016    ,  248.8015    ,-0.7423791E-04,  1477.884    ,    -0.000
         0.250,         617,         0,         0,  1.108416    , 0.2500000    ,  0.000000    ,  0.000000    ,  254.4044    , 0.5361274E-05,  0.000000    ,  0.000000    ,  10.92415    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  265.3285    ,  265.3290    , 0.4738836E-03,  1743.213    ,     0.000
         0.267,         673,         0,         0,  1.064945    , 0.2666667    ,  0.000000    ,  0.000000    ,  272.8717    , 0.6893022E-05,  0.000000    ,  0.000000    ,  10.92415    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  283.7958    ,  283.7952    ,-0.6301465E-03,  2027.008    ,    -0.000
         0.283,         731,         0,         0,  1.027603    , 0.2833333    ,  0.000000    ,  0.000000    ,  298.2088    , 0.8329169E-05,  0.000000    ,  0.000000    ,  10.92415    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  309.1329    ,  309.1327    ,-0.2251571E-03,  2336.140    ,    -0.000
         0.300,         791,         0,         0, 0.9942646    , 0.3000000    ,  0.000000    ,  0.000000    ,  326.9824    , 0.8892602E-05,  0.000000    ,  0.000000    ,  10.92415    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  337.9065    ,  337.9067    , 0.2206083E-03,  2674.047    ,     0.000
         0.317,         853,         0,         0, 0.9651529    , 0.3166667    ,  0.000000    ,  0.000000    ,  354.5658    , 0.1027268E-04,  0.000000    ,  0.000000    ,  10.92415    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  365.4899    ,  365.4900    , 0.5379897E-04,  3039.537    ,     0.000
         0.333,         917,         0,         0, 0.9395405    , 0.3333333    ,  0.000000    ,  0.000000    ,  382.3625    , 0.1279958E-04,  0.000000    ,  0.000000    ,  12.23351    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  394.5960    ,  394.5957    ,-0.2694582E-03,  3434.133    ,    -0.000
