"Time (h)    ","1D and 2D:  ","H Vol In    ","H Vol Out   ","Q Vol In    ","Q Vol Out   ","Tot Vol In  ","Tot Vol Out ","Vol I-O     ","dVol        ","Vol Err     ","Q ME (%)    ","Vol I+O     ","Tot Vol     ","Cum Vol I+O ","Cum Vol Err ","Cum ME (%)  ","Cum Q ME (%)"
         0.000,              ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    
         0.017,              ,  0.000000    , 0.1264359E-01,  157.3888    ,  0.000000    ,  157.3888    , 0.1264359E-01,  157.3761    ,  157.3907    , 0.1454991E-01, 0.9243826E-02,  157.4014    ,  157.3907    ,  157.4014    , 0.1454991E-01, 0.9243826E-02, 0.9243826E-02
         0.033,              ,  0.000000    , 0.5121143E-01,  167.5420    ,  0.000000    ,  167.5420    , 0.5121143E-01,  167.4908    ,  167.7465    , 0.2557715    , 0.1526145    ,  167.5932    ,  325.1372    ,  324.9946    , 0.2703214    , 0.8314072E-01, 0.8317720E-01
         0.050,              ,  0.000000    , 0.1281126    ,  178.0529    ,  0.000000    ,  178.0529    , 0.1281126    ,  177.9248    ,  178.2059    , 0.2810673    , 0.1577425    ,  178.1810    ,  503.3431    ,  503.1756    , 0.5513887    , 0.1095453    , 0.1095818    
         0.067,              ,  0.000000    , 0.2354277    ,  188.6596    ,  0.000000    ,  188.6596    , 0.2354277    ,  188.4242    ,  189.0320    , 0.6078220    , 0.3217776    ,  188.8950    ,  692.3751    ,  692.0706    ,  1.159211    , 0.1674253    , 0.1674989    
         0.083,              ,  0.000000    , 0.3246067    ,  199.3814    ,  0.000000    ,  199.3814    , 0.3246067    ,  199.0568    ,  199.7246    , 0.6677829    , 0.3343830    ,  199.7060    ,  892.0996    ,  891.7767    ,  1.826994    , 0.2047970    , 0.2048712    
         0.100,              ,  0.000000    , 0.4243045    ,  221.2832    ,  0.000000    ,  221.2832    , 0.4243045    ,  220.8588    ,  221.6009    , 0.7420362    , 0.3346916    ,  221.7075    ,  1113.701    ,  1113.484    ,  2.569030    , 0.2306751    , 0.2307199    
         0.117,              ,  0.000000    , 0.5929685    ,  249.1758    ,  0.000000    ,  249.1758    , 0.5929685    ,  248.5828    ,  249.2414    , 0.6585354    , 0.2636580    ,  249.7688    ,  1362.942    ,  1363.253    ,  3.227565    , 0.2367547    , 0.2367547    
         0.133,              ,  0.000000    , 0.7883039    ,  275.9784    ,  0.000000    ,  275.9784    , 0.7883039    ,  275.1901    ,  276.3438    ,  1.153676    , 0.4168405    ,  276.7667    ,  1639.286    ,  1640.020    ,  4.381241    , 0.2671456    , 0.2671456    
         0.150,              ,  0.000000    ,  1.137181    ,  303.7290    ,  0.000000    ,  303.7290    ,  1.137181    ,  302.5918    ,  303.5245    , 0.9326293    , 0.3059143    ,  304.8662    ,  1942.810    ,  1944.886    ,  5.313870    , 0.2732227    , 0.2732227    
         0.167,              ,  0.000000    ,  1.630285    ,  331.2602    ,  0.000000    ,  331.2602    ,  1.630285    ,  329.6299    ,  330.4326    , 0.8026789    , 0.2411240    ,  332.8904    ,  2273.243    ,  2277.776    ,  6.116549    , 0.2685316    , 0.2685316    
         0.183,              ,  0.000000    ,  1.992673    ,  409.7622    ,  0.000000    ,  409.7622    ,  1.992673    ,  407.7696    ,  408.3667    , 0.5971625    , 0.1450286    ,  411.7549    ,  2681.609    ,  2689.531    ,  6.713711    , 0.2496238    , 0.2496238    
         0.200,              ,  0.000000    ,  2.331655    ,  440.4209    ,  0.000000    ,  440.4209    ,  2.331655    ,  438.0892    ,  437.4297    ,-0.6594786    ,-0.1489497    ,  442.7525    ,  3119.039    ,  3132.284    ,  6.054233    , 0.1932849    , 0.1932849    
         0.217,              ,  0.000000    ,  2.685431    ,  455.2382    ,  0.000000    ,  455.2382    ,  2.685431    ,  452.5528    ,  452.9924    , 0.4396728    , 0.9601444E-01,  457.9236    ,  3572.032    ,  3590.207    ,  6.493906    , 0.1808783    , 0.1808783    
         0.233,              ,  0.000000    ,  3.090811    ,  471.7159    ,  0.000000    ,  471.7159    ,  3.090811    ,  468.6251    ,  468.6972    , 0.7213139E-01, 0.1519174E-01,  474.8067    ,  4040.729    ,  4065.014    ,  6.566037    , 0.1615256    , 0.1615256    
         0.250,              ,  0.000000    ,  3.542457    ,  487.7432    ,  0.000000    ,  487.7432    ,  3.542457    ,  484.2007    ,  484.3381    , 0.1373614    , 0.2795957E-01,  491.2857    ,  4525.067    ,  4556.300    ,  6.703398    , 0.1471237    , 0.1471237    
         0.267,              ,  0.000000    ,  4.010830    ,  511.1121    ,  0.000000    ,  511.1121    ,  4.010830    ,  507.1013    ,  507.0749    ,-0.2637681E-01,-0.5120488E-02,  515.1229    ,  5032.142    ,  5071.423    ,  6.677022    , 0.1316597    , 0.1316597    
