"   Time (h) ","iStep     ","nRS_NaNs","nRS_HCNs","dtTarget    ","tLastMax    ","H V In      ","H V Out     ","Es HX V In  ","Es HX V Out ","x1D HX V In ","x1D HX V Out","S/RF Vol In ","S/RF Vol Out","Es SX V In  ","Es SX V Out ","x1D SX V In ","x1D SX V Out","V In-Out    ","dVol        ","V Err       ","Total V     ","Q ME (%)"
         0.000,           0,         0,         0, 0.1000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,     0.000
         0.017,         129,         0,         0,  1.354679    , 0.1666667E-01,  0.000000    , 0.1264359E-01, 0.1274905    , 0.2141593E-02,  0.000000    ,  0.000000    ,  152.3093    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  152.4220    ,  152.4215    ,-0.5170667E-03,  152.4215    ,    -0.000
         0.033,         162,         0,         0,  2.500000    , 0.3333333E-01,  0.000000    , 0.5121143E-01,  3.418391    , 0.1007049E-01,  0.000000    ,  0.000000    ,  152.3095    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  155.6666    ,  155.6659    ,-0.7231115E-03,  308.0874    ,    -0.000
         0.050,         186,         0,         0,  2.500000    , 0.5000000E-01,  0.000000    , 0.1281126    ,  7.286353    , 0.1814639E-01,  0.000000    ,  0.000000    ,  152.3107    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  159.4507    ,  159.4489    ,-0.1833690E-02,  467.5363    ,    -0.001
         0.067,         210,         0,         0,  2.500000    , 0.6666667E-01,  0.000000    , 0.2354277    ,  16.35811    , 0.2385381E-01,  0.000000    ,  0.000000    ,  152.3107    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  168.4095    ,  168.4074    ,-0.2042467E-02,  635.9437    ,    -0.001
         0.083,         234,         0,         0,  2.500000    , 0.8333334E-01,  0.000000    , 0.3246067    ,  28.75478    , 0.2860167E-01,  0.000000    ,  0.000000    ,  152.3107    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  180.7122    ,  180.7106    ,-0.1595472E-02,  816.6544    ,    -0.001
         0.100,         260,         0,         0,  2.271802    , 0.1000000    ,  0.000000    , 0.4243045    ,  44.69194    , 0.3237349E-01,  0.000000    ,  0.000000    ,  152.3099    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  196.5452    ,  196.5438    ,-0.1357042E-02,  1013.198    ,    -0.001
         0.117,         289,         0,         0,  2.075593    , 0.1166667    ,  0.000000    , 0.5929685    ,  68.35930    , 0.3546724E-01,  0.000000    ,  0.000000    ,  152.3097    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  220.0405    ,  220.0396    ,-0.9268837E-03,  1233.238    ,    -0.000
         0.133,         320,         0,         0,  1.929203    , 0.1333333    ,  0.000000    , 0.7883039    ,  96.00379    , 0.3790960E-01,  0.000000    ,  0.000000    ,  152.3091    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  247.4866    ,  247.4866    ,-0.6425753E-04,  1480.724    ,    -0.000
         0.150,         353,         0,         0,  1.797090    , 0.1500000    ,  0.000000    ,  1.137181    ,  124.7504    , 0.3968552E-01,  0.000000    ,  0.000000    ,  152.3100    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  275.8835    ,  275.8824    ,-0.1053359E-02,  1756.607    ,    -0.000
         0.167,         388,         0,         0,  1.691729    , 0.1666667    ,  0.000000    ,  1.630285    ,  153.5877    , 0.4083290E-01,  0.000000    ,  0.000000    ,  152.3084    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  304.2250    ,  304.2247    ,-0.2405131E-03,  2060.832    ,    -0.000
         0.183,         425,         0,         0,  1.615119    , 0.1833333    ,  0.000000    ,  1.992673    ,  180.2541    , 0.4437270E-01,  0.000000    ,  0.000000    ,  206.6892    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  384.9063    ,  384.9053    ,-0.1009944E-02,  2445.737    ,    -0.000
         0.200,         467,         0,         0,  1.373101    , 0.2000000    ,  0.000000    ,  2.331655    ,  201.4968    , 0.5193896E-01,  0.000000    ,  0.000000    ,  219.8155    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  418.9287    ,  418.9272    ,-0.1472013E-02,  2864.664    ,    -0.000
         0.217,         514,         0,         0,  1.243904    , 0.2166667    ,  0.000000    ,  2.685431    ,  219.6587    , 0.5597293E-01,  0.000000    ,  0.000000    ,  219.8122    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  436.7294    ,  436.7305    , 0.1030902E-02,  3301.395    ,     0.000
         0.233,         565,         0,         0,  1.160493    , 0.2333333    ,  0.000000    ,  3.090811    ,  236.8200    , 0.5799504E-01,  0.000000    ,  0.000000    ,  219.8153    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  453.4865    ,  453.4856    ,-0.8951918E-03,  3754.880    ,    -0.000
         0.250,         619,         0,         0,  1.101497    , 0.2500000    ,  0.000000    ,  3.542457    ,  253.3600    , 0.5907280E-01,  0.000000    ,  0.000000    ,  219.8124    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  469.5708    ,  469.5720    , 0.1199983E-02,  4224.452    ,     0.000
         0.267,         676,         0,         0,  1.057152    , 0.2666667    ,  0.000000    ,  4.010830    ,  272.1488    , 0.5960800E-01,  0.000000    ,  0.000000    ,  219.8125    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  487.8908    ,  487.8921    , 0.1261047E-02,  4712.344    ,     0.000
         0.283,         735,         0,         0,  1.019849    , 0.2833333    ,  0.000000    ,  4.513254    ,  297.7427    , 0.5376967E-01,  0.000000    ,  0.000000    ,  219.8101    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  512.9857    ,  512.9888    , 0.3051269E-02,  5225.333    ,     0.001
         0.300,         796,         0,         0, 0.9871389    , 0.3000000    ,  0.000000    ,  5.050224    ,  326.4738    , 0.4780808E-01,  0.000000    ,  0.000000    ,  219.8160    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  541.1918    ,  541.1895    ,-0.2379682E-02,  5766.522    ,    -0.000
         0.317,         859,         0,         0, 0.9583233    , 0.3166667    ,  0.000000    ,  5.688848    ,  353.3622    , 0.3325489E-01,  0.000000    ,  0.000000    ,  219.8153    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  567.4554    ,  567.4546    ,-0.8221173E-03,  6333.977    ,    -0.000
         0.333,         923,         0,         0, 0.9333049    , 0.3333333    ,  0.000000    ,  6.477230    ,  379.8243    , 0.2791506E-01,  0.000000    ,  0.000000    ,  275.3493    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  648.6685    ,  648.6699    , 0.1436468E-02,  6982.647    ,     0.000
         0.350,         989,         0,         0, 0.9111048    , 0.3500000    ,  0.000000    ,  7.672044    ,  417.2170    , 0.4662821E-01,  0.000000    ,  0.000000    ,  494.6800    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  904.1783    ,  904.1743    ,-0.3978358E-02,  7886.821    ,    -0.000
         0.367,        1057,         0,         0, 0.8898806    , 0.3666667    ,  0.000000    ,  9.341287    ,  470.2772    , 0.6421428E-01,  0.000000    ,  0.000000    ,  494.6764    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  955.5481    ,  955.5508    , 0.2723686E-02,  8842.372    ,     0.000
         0.383,        1126,         0,         0, 0.8693628    , 0.3833333    ,  0.000000    ,  11.31016    ,  528.3251    , 0.7217902E-01,  0.000000    ,  0.000000    ,  494.6800    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  1011.623    ,  1011.620    ,-0.2577498E-02,  9853.992    ,    -0.000
         0.400,        1197,         0,         0, 0.8497197    , 0.4000000    ,  0.000000    ,  13.52842    ,  590.0875    , 0.7687598E-01,  0.000000    ,  0.000000    ,  494.6819    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  1071.164    ,  1071.162    ,-0.2070730E-02,  10925.15    ,    -0.000
         0.417,        1269,         0,         0, 0.8319025    , 0.4166667    ,  0.000000    ,  16.21887    ,  648.3943    , 0.7928415E-01,  0.000000    ,  0.000000    ,  494.6888    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  1126.785    ,  1126.775    ,-0.9574474E-02,  12051.93    ,    -0.001
