"M06_5m_003","Location","Flow","Water Level","Velocity"
,        0.883333,         73.5088,         42.6755,          0.5419
,        0.900000,         72.0118,         42.7733,          0.4853
,        0.916667,         71.0417,         42.8615,          0.4458
,        0.933333,         70.7499,         42.9348,          0.4191
,        0.950000,         73.3739,         42.9964,          0.4156
,        0.966667,         81.1298,         43.0502,          0.4493
,        0.983333,         84.4877,         43.0870,          0.4595
,        1.000000,         86.1391,         43.1189,          0.4573
,        1.016667,         88.1195,         43.1424,          0.4594
,        1.033333,         89.9091,         43.1600,          0.4621
,        1.050000,         91.1618,         43.1738,          0.4642
,        1.066667,         92.1983,         43.1838,          0.4661
,        1.083333,         92.6406,         43.1912,          0.4661
,        1.100000,         92.9351,         43.1967,          0.4658
,        1.116667,         93.0516,         43.2002,          0.4653
,        1.133333,         92.8763,         43.2027,          0.4638
,        1.150000,         92.4252,         43.2036,          0.4616
,        1.166667,         91.6506,         43.2037,          0.4582
,        1.183333,         90.7971,         43.2028,          0.4547
,        1.200000,         89.8134,         43.2013,          0.4507
,        1.216667,         88.7705,         43.1992,          0.4466
,        1.233333,         87.5817,         43.1966,          0.4420
,        1.250000,         86.2227,         43.1934,          0.4369
,        1.266667,         84.8059,         43.1899,          0.4315
,        1.283333,         83.3281,         43.1860,          0.4259
,        1.300000,         81.7726,         43.1817,          0.4200
,        1.316667,         80.1026,         43.1771,          0.4138
,        1.333333,         78.2364,         43.1720,          0.4069
,        1.350000,         76.2507,         43.1665,          0.3995
,        1.366667,         74.1926,         43.1606,          0.3916
,        1.383333,         72.0364,         43.1544,          0.3832
,        1.400000,         69.9764,         43.1479,          0.3751
,        1.416667,         67.9071,         43.1413,          0.3669
,        1.433333,         65.8726,         43.1346,          0.3589
,        1.450000,         63.8352,         43.1279,          0.3507
,        1.466667,         61.8080,         43.1210,          0.3425
,        1.483333,         59.7651,         43.1142,          0.3342
,        1.500000,         57.7794,         43.1073,          0.3260
,        1.516667,         55.8073,         43.1003,          0.3177
,        1.533333,         53.8475,         43.0933,          0.3095
,        1.550000,         51.9371,         43.0864,          0.3014
,        1.566667,         50.0378,         43.0794,          0.2933
,        1.583333,         48.2131,         43.0725,          0.2854
,        1.600000,         46.3729,         43.0656,          0.2774
,        1.616667,         44.6440,         43.0589,          0.2697
,        1.633333,         42.9455,         43.0522,          0.2621
,        1.650000,         41.3255,         43.0456,          0.2548
,        1.666667,         39.9514,         43.0395,          0.2485
,        1.683333,         38.7402,         43.0337,          0.2430
,        1.700000,         37.6630,         43.0284,          0.2381
,        1.716667,         36.6574,         43.0234,          0.2334
,        1.733333,         35.7224,         43.0187,          0.2290
,        1.750000,         34.7674,         43.0142,          0.2245
,        1.766667,         33.8124,         43.0099,          0.2198
,        1.783333,         32.8236,         43.0057,          0.2150
,        1.800000,         31.7581,         43.0014,          0.2095
,        1.816667,         30.7807,         42.9972,          0.2045
,        1.833333,         29.9981,         42.9932,          0.2005
,        1.850000,         29.2813,         42.9890,          0.1969
,        1.866667,         28.5078,         42.9851,          0.1931
,        1.883333,         27.7650,         42.9813,          0.1893
,        1.900000,         27.1262,         42.9777,          0.1859
,        1.916667,         26.5884,         42.9744,          0.1832
,        1.933333,         26.0567,         42.9714,          0.1804
,        1.950000,         25.5863,         42.9685,          0.1778
,        1.966667,         25.1418,         42.9658,          0.1755
,        1.983333,         24.7198,         42.9634,          0.1732
,        2.000000,         24.3142,         42.9612,          0.1710
,        2.016667,         23.9408,         42.9589,          0.1690
,        2.033333,         23.5288,         42.9567,          0.1668
,        2.050000,         23.1579,         42.9546,          0.1647
,        2.066667,         22.8215,         42.9526,          0.1628
,        2.083333,         22.4610,         42.9506,          0.1608
,        2.100000,         22.0478,         42.9486,          0.1585
,        2.116667,         21.6458,         42.9466,          0.1562
,        2.133333,         21.2287,         42.9445,          0.1538
,        2.150000,         20.8191,         42.9424,          0.1514
,        2.166667,         20.4037,         42.9403,          0.1490
,        2.183333,         19.9616,         42.9380,          0.1464
,        2.200000,         19.4281,         42.9356,          0.1433
,        2.216667,         18.9255,         42.9331,          0.1403
,        2.233333,         18.4260,         42.9306,          0.1372
,        2.250000,         17.9777,         42.9281,          0.1345
,        2.266667,         17.5855,         42.9256,          0.1322
,        2.283333,         17.1866,         42.9232,          0.1297
,        2.300000,         16.8422,         42.9208,          0.1276
,        2.316667,         16.5478,         42.9186,          0.1258
,        2.333333,         16.2616,         42.9164,          0.1240
,        2.350000,         15.9259,         42.9140,          0.1220
,        2.366667,         15.5909,         42.9117,          0.1199
,        2.383333,         15.2627,         42.9095,          0.1179
,        2.400000,         14.9611,         42.9073,          0.1159
,        2.416667,         14.6838,         42.9051,          0.1141
,        2.433333,         14.3572,         42.9029,          0.1120
,        2.450000,         14.0380,         42.9008,          0.1099
,        2.466667,         13.7575,         42.8988,          0.1080
,        2.483333,         13.5040,         42.8967,          0.1062
,        2.500000,         13.2755,         42.8947,          0.1047
,        2.516667,         12.9462,         42.8924,          0.1024
,        2.533333,         12.6909,         42.8903,          0.1007
,        2.550000,         12.4248,         42.8881,          0.0988
,        2.566667,         12.1926,         42.8859,          0.0972
,        2.583333,         11.9129,         42.8839,          0.0954
,        2.600000,         11.7529,         42.8819,          0.0942
,        2.616667,         11.4192,         42.8798,          0.0918
,        2.633333,         11.1304,         42.8777,          0.0898
,        2.650000,         10.8111,         42.8755,          0.0876
,        2.666667,         10.5575,         42.8735,          0.0857
,        2.683333,         10.3144,         42.8713,          0.0839
,        2.700000,         10.0718,         42.8692,          0.0821
,        2.716667,          9.7925,         42.8671,          0.0802
,        2.733333,          9.5409,         42.8649,          0.0783
,        2.750000,          9.2856,         42.8628,          0.0764
,        2.766667,          9.0303,         42.8607,          0.0745
,        2.783333,          8.7774,         42.8586,          0.0727
,        2.800000,          8.5048,         42.8565,          0.0707
,        2.816667,          8.2329,         42.8543,          0.0686
,        2.833333,          7.9508,         42.8521,          0.0666
,        2.850000,          7.6614,         42.8496,          0.0645
,        2.866667,          7.4475,         42.8472,          0.0629
,        2.883333,          7.1654,         42.8447,          0.0608
,        2.900000,          6.8808,         42.8422,          0.0586
,        2.916667,          6.5369,         42.8397,          0.0562
,        2.933333,          6.3075,         42.8372,          0.0544
,        2.950000,          6.0686,         42.8347,          0.0526
,        2.966667,          5.7693,         42.8321,          0.0503
,        2.983333,          5.5117,         42.8297,          0.0485
,        3.000000,          5.3183,         42.8272,          0.0468

