iStep,tEnd,dtStar,dt,Nu,Nc,Nd,Eff
2900,       2629.510,0.617641,0.617089,0.342041,0.954819,0.300064,98.0352
3000,       2689.747,0.606406,0.603106,0.341873,0.938202,0.300049,98.045
3100,       2749.800,0.600179,0.6,0.431046,0.929276,0.300018,98.0806
3200,       2808.713,0.596618,0.594059,0.402283,0.924164,0.300018,98.0897
3300,       2867.769,0.593018,0.582411,0.37178,0.9189,0.300018,98.1146
3400,       2926.471,0.58959,0.588235,0.357727,0.913864,0.300018,98.138
3500,       2984.888,0.586719,0.581234,0.348358,0.909653,0.300018,98.1616
3600,       3043.107,0.585409,0.582524,0.339233,0.907852,0.300003,98.1847
3700,       3101.359,0.584548,0.582524,0.332138,0.906647,0.300003,98.2109
3800,       3159.612,0.583689,0.582524,0.331924,0.905411,0.300003,98.2388
3900,       3217.864,0.582771,0.582524,0.331619,0.904068,0.300003,98.2685
4000,       3275.769,0.581826,0.576922,0.331284,0.902679,0.300003,98.2893
4100,       3333.462,0.581177,0.576923,0.331116,0.901733,0.300003,98.3056
4200,       3391.154,0.581622,0.576923,0.331497,0.902466,0.300003,98.3214
4300,       3448.846,0.582098,0.576923,0.331757,0.903198,0.300003,98.3352
4400,       3506.539,0.582544,0.576923,0.331955,0.90387,0.300003,98.3474
4500,       3564.466,0.582991,0.582524,0.332138,0.904541,0.300003,98.3645
4600,       3622.718,0.583853,0.582524,0.332535,0.905838,0.299988,98.3888
4700,       3680.971,0.586175,0.582524,0.33371,0.909378,0.299988,98.4075
4800,       3739.223,0.588447,0.582524,0.33461,0.912766,0.299988,98.4195
4900,       3797.647,0.590487,0.588235,0.335342,0.915771,0.299988,98.4302
5000,       3856.471,0.592896,0.588237,0.336258,0.919342,0.299988,98.4452
5100,       3915.446,0.596679,0.594059,0.337906,0.925049,0.299973,98.4569
5200,       3975.000,0.604011,0.6,0.341339,0.936111,0.299973,98.4681
5300,       4035.152,0.611744,0.606061,0.344498,0.947678,0.299957,98.4753
5400,       4095.919,0.619828,0.612245,0.347687,0.959732,0.299957,98.4783
5500,       4157.500,0.628306,0.625001,0.351028,0.972366,0.299957,98.4813
5600,       4220.211,0.637289,0.631579,0.354675,0.985748,0.299942,98.4906
5700,       4283.617,0.646869,0.638298,0.358383,1,0.298981,98.4927
5800,       4347.742,0.647304,0.645161,0.356674,1,0.293503,98.5017
5900,       4412.258,0.647758,0.645161,0.354782,0.999985,0.287994,98.5182
6000,       4476.774,0.648233,0.645158,0.352814,1,0.282425,98.5333
6100,       4541.290,0.648717,0.645161,0.350876,1,0.275818,98.5468
6200,       4605.806,0.649292,0.645161,0.351654,1,0.268036,98.5589
6300,       4670.323,0.649926,0.645161,0.355133,0.999985,0.260269,98.5694
6400,       4734.839,0.650581,0.645161,0.35936,1,0.257553,98.5782
6500,       4799.355,0.651276,0.645163,0.364288,0.999985,0.256119,98.5854
6600,       4863.871,0.651962,0.645161,0.369354,1,0.254089,98.591
6700,       4928.478,0.652629,0.652174,0.373215,1,0.251572,98.597
6800,       4993.696,0.653297,0.652174,0.37471,0.999985,0.249054,98.6137
6900,       5058.913,0.653985,0.652175,0.376999,0.999985,0.246307,98.6287
7000,       5124.131,0.654694,0.652174,0.379471,0.999985,0.243332,98.6419
7100,       5189.348,0.655414,0.652174,0.382111,0.999985,0.240143,98.6535
7200,       5254.566,0.656144,0.652174,0.385254,0.999985,0.237335,98.6633
7300,       5319.783,0.656885,0.652174,0.388992,1,0.234222,98.6716
7400,       5385.000,0.657638,0.652171,0.388245,0.999985,0.231979,98.6783
7500,       5450.217,0.658411,0.652174,0.387207,0.999985,0.229706,98.6835
7600,       5515.435,0.659135,0.652174,0.384766,0.999985,0.227325,98.6872
7700,       5580.659,0.659859,0.659341,0.382141,0.999985,0.224808,98.6897
7800,       5646.593,0.660605,0.659342,0.364517,0.999985,0.222092,98.7034
7900,       5712.528,0.661371,0.659341,0.359146,0.999985,0.219193,98.7155
8000,       5778.462,0.662027,0.659341,0.359146,1,0.216278,98.726
8100,       5844.396,0.662523,0.659341,0.359009,0.999985,0.213104,98.7354
8200,       5910.330,0.662968,0.659341,0.358215,0.999985,0.209747,98.7438
8300,       5976.264,0.663382,0.659342,0.3573,1,0.206314,98.7512
8400,       6042.198,0.663777,0.659341,0.356186,0.999985,0.202438,98.7579
8500,       6108.132,0.664233,0.659341,0.354858,1,0.198563,98.7637
8600,       6174.066,0.66473,0.659341,0.353287,0.999985,0.194733,98.7687
8700,       6240.000,0.665258,0.659341,0.351532,0.999985,0.190918,98.7727
8800,       6305.934,0.665806,0.659341,0.349197,0.999985,0.187042,98.7758
8900,       6371.868,0.666335,0.659341,0.346405,1,0.184601,98.778
9000,       6437.802,0.666691,0.659341,0.343262,0.999985,0.182892,98.7795
9100,       6504.000,0.667016,0.666667,0.339096,1,0.18074,98.7845
9200,       6570.667,0.667301,0.666668,0.335678,0.999985,0.179169,98.796
9300,       6637.333,0.667576,0.666667,0.332214,1,0.177505,98.807
9400,       6704.000,0.6678,0.666667,0.33075,0.999985,0.17511,98.8173
9500,       6770.667,0.668014,0.666667,0.32872,1,0.175781,98.8271
9600,       6837.333,0.668218,0.666667,0.326721,1,0.17366,98.8364
9700,       6904.000,0.668412,0.666667,0.324966,1,0.171661,98.8453
9800,       6970.667,0.668606,0.666667,0.323853,1,0.170227,98.8537
9900,       7037.334,0.668779,0.666667,0.32196,1,0.168869,98.8617
10000,       7104.000,0.668953,0.666667,0.319443,1,0.167633,98.8693
10100,       7170.667,0.669116,0.666663,0.316879,1,0.166428,98.8765
10200,       7237.333,0.669269,0.666667,0.316589,0.999985,0.165192,98.8834
10300,       7304.000,0.669484,0.666667,0.31723,1,0.164001,98.8899
10400,       7370.667,0.669698,0.666667,0.318527,1,0.162735,98.896
10500,       7437.333,0.669933,0.666667,0.320114,1,0.161514,98.9017
10600,       7504.001,0.670179,0.666667,0.320007,0.999985,0.159836,98.9069
10700,       7570.667,0.670465,0.666667,0.319855,1,0.158203,98.9118
10800,       7637.334,0.670782,0.666667,0.319733,1,0.156418,98.9161
10900,       7704.001,0.67112,0.666667,0.321228,1,0.154587,98.92
11000,       7770.667,0.671469,0.666663,0.321167,0.999985,0.152252,98.9233
11100,       7837.334,0.671838,0.666667,0.321228,0.999985,0.149887,98.9261
11200,       7904.000,0.672145,0.666667,0.321899,1,0.148132,98.9285
11300,       7970.667,0.672381,0.666667,0.322861,0.999985,0.147873,98.9305
11400,       8037.334,0.672586,0.666667,0.324036,1,0.148468,98.9322
11500,       8104.000,0.672761,0.666667,0.325073,1,0.147995,98.9336
11600,       8170.667,0.672925,0.666667,0.326157,1,0.147568,98.9348
11700,       8237.333,0.6731,0.666667,0.32695,0.999985,0.147263,98.9358
11800,       8304.000,0.673295,0.666667,0.327698,1,0.147293,98.9366
11900,       8370.667,0.67349,0.666673,0.328415,1,0.147308,98.9371
12000,       8437.334,0.673696,0.666667,0.329758,1,0.146744,98.9374
12100,       8504.001,0.67386,0.666667,0.331482,1,0.145905,98.9374
12200,       8570.667,0.674004,0.666667,0.332886,0.999985,0.144958,98.9373
12300,       8637.334,0.674138,0.666667,0.333893,0.999985,0.143799,98.937
12400,       8704.719,0.674282,0.674157,0.421997,1,0.142593,98.9448
12500,       8772.135,0.674416,0.674157,0.420441,1,0.141296,98.9527
12600,       8839.551,0.674591,0.674157,0.417145,1,0.139694,98.9603
12700,       8906.967,0.674776,0.674157,0.415497,0.999985,0.138565,98.9676
12800,       8974.382,0.674982,0.674154,0.413589,1,0.137604,98.9745
12900,       9041.798,0.675198,0.674157,0.41156,1,0.135483,98.9811
13000,       9109.213,0.675415,0.674157,0.409424,1,0.133331,98.9874
13100,       9176.629,0.675652,0.674157,0.407013,1,0.131378,98.9934
13200,       9244.045,0.675889,0.674164,0.404541,1,0.129761,98.999
13300,       9311.461,0.676136,0.674157,0.401794,1,0.127533,99.0042
13400,       9378.877,0.676353,0.674157,0.399078,0.999985,0.126694,99.0092
13500,       9446.293,0.676559,0.674157,0.397873,1,0.124146,99.0138
13600,       9513.708,0.676745,0.674157,0.39505,1,0.121811,99.0182
13700,       9581.124,0.676931,0.674154,0.393066,1,0.119904,99.0223
13800,       9648.540,0.677096,0.674157,0.391174,1,0.117569,99.0262
13900,       9715.955,0.677303,0.674157,0.388992,1,0.116226,99.0298
14000,       9783.371,0.67752,0.674157,0.386566,1,0.113754,99.0332
14100,       9850.787,0.677758,0.674154,0.383896,1,0.111252,99.0363
14200,       9918.202,0.678006,0.674157,0.381012,1,0.109833,99.0391
14300,       9985.618,0.678244,0.674157,0.37738,0.999985,0.107773,99.0417
14400,      10053.034,0.678513,0.674157,0.373749,1,0.105606,99.0439
14500,      10120.449,0.678803,0.674157,0.369675,1,0.10347,99.0459
14600,      10187.866,0.679093,0.674164,0.365173,0.999985,0.101273,99.0475
14700,      10255.281,0.679332,0.674157,0.360031,0.999985,0.0989838,99.0489
14800,      10322.697,0.679415,0.674157,0.354599,1.00002,0.0968323,99.05
14900,      10390.113,0.67929,0.674157,0.348633,1,0.0945892,99.0513
15000,      10457.529,0.679197,0.674154,0.341965,1,0.0921173,99.0525
15100,      10524.944,0.679259,0.674157,0.335526,1,0.0898743,99.0538
15200,      10592.360,0.679031,0.674157,0.329071,1,0.0871429,99.0551
15300,      10659.776,0.679176,0.674157,0.323166,1,0.0847168,99.0565
15400,      10727.191,0.678959,0.674157,0.317123,1,0.0817566,99.0579
15500,      10794.607,0.679031,0.674154,0.310791,1,0.0794678,99.0593
