"   Time (h) ","iStep     ","nRS_NaNs","nRS_HCNs","dtTarget    ","tLastMax    ","H V In      ","H V Out     ","Es HX V In  ","Es HX V Out ","x1D HX V In ","x1D HX V Out","S/RF Vol In ","S/RF Vol Out","Es SX V In  ","Es SX V Out ","x1D SX V In ","x1D SX V Out","V In-Out    ","dVol        ","V Err       ","Total V     ","Q ME (%)"
         0.000,           0,         0,         0, 0.1000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,     0.000
         0.017,         129,         0,         0,  1.354679    , 0.1666667E-01,  0.000000    , 0.1799450E-02, 0.2605159E-01,  0.000000    ,  0.000000    ,  0.000000    ,  1.125000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  1.149252    ,  1.149252    , 0.1586875E-06,  1.149252    ,     0.000
         0.033,         162,         0,         0,  2.638613    , 0.3333333E-01,  0.000000    , 0.8837657E-02,  1.369433    ,  0.000000    ,  0.000000    ,  0.000000    ,  3.375000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  4.735596    ,  4.735595    ,-0.1631270E-06,  5.884848    ,    -0.000
         0.050,         182,         0,         0,  3.276232    , 0.5000000E-01,  0.000000    , 0.1391882E-01,  7.149531    ,  0.000000    ,  0.000000    ,  0.000000    ,  5.625000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  12.76061    ,  12.76061    , 0.1903391E-07,  18.64546    ,     0.000
         0.067,         203,         0,         0,  2.771703    , 0.6666667E-01,  0.000000    , 0.1580712E-01,  17.30190    ,  0.000000    ,  0.000000    ,  0.000000    ,  7.875000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  25.16110    ,  25.16110    , 0.1489650E-05,  43.80656    ,     0.000
         0.083,         227,         0,         0,  2.501345    , 0.8333334E-01,  0.000000    , 0.1536737E-01,  29.29745    ,  0.000000    ,  0.000000    ,  0.000000    ,  10.19988    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  39.48197    ,  39.48196    ,-0.1512468E-05,  83.28852    ,    -0.000
         0.100,         253,         0,         0,  2.268968    , 0.1000000    ,  0.000000    , 0.1419374E-01,  45.04310    ,  0.000000    ,  0.000000    ,  0.000000    ,  15.00000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  60.02891    ,  60.02891    ,-0.4385191E-05,  143.3174    ,    -0.000
         0.117,         282,         0,         0,  2.076601    , 0.1166667    ,  0.000000    , 0.1297350E-01,  68.64115    ,  0.000000    ,  0.000000    ,  0.000000    ,  21.00000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  89.62818    ,  89.62817    ,-0.1181965E-05,  232.9456    ,    -0.000
         0.133,         313,         0,         0,  1.933640    , 0.1333333    ,  0.000000    , 0.1175271E-01,  96.39388    ,  0.000000    ,  0.000000    ,  0.000000    ,  27.00000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  123.3821    ,  123.3822    , 0.2347099E-04,  356.3278    ,     0.000
         0.150,         346,         0,         0,  1.828699    , 0.1500000    ,  0.000000    , 0.1025235E-01,  124.8681    ,  0.000000    ,  0.000000    ,  0.000000    ,  33.00000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  157.8578    ,  157.8578    ,-0.1586249E-04,  514.1855    ,    -0.000
