"Time (h)    ","1D and 2D:  ","H Vol In    ","H Vol Out   ","Q Vol In    ","Q Vol Out   ","Tot Vol In  ","Tot Vol Out ","Vol I-O     ","dVol        ","Vol Err     ","Q ME (%)    ","Vol I+O     ","Tot Vol     ","Cum Vol I+O ","Cum Vol Err ","Cum ME (%)  ","Cum Q ME (%)"
         0.000,              ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  269.3568    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    
         0.083,              ,  0.000000    ,  117.1067    ,  62.05932    ,  0.000000    ,  62.05932    ,  117.1067    , -55.04739    , -54.36998    , 0.6774022    , 0.3780863    ,  179.1660    ,  214.9868    ,  179.1660    , 0.6774022    , 0.3150901    , 0.3780863    
         0.167,              ,  0.000000    ,  50.05529    ,  188.1900    ,  0.000000    ,  188.1900    ,  50.05529    ,  138.1347    ,  139.5141    ,  1.379365    , 0.5789685    ,  238.2453    ,  354.5009    ,  417.4114    ,  2.056768    , 0.4927436    , 0.4927436    
         0.250,              ,  0.000000    ,  28.40072    ,  436.9121    ,  0.000000    ,  436.9121    ,  28.40072    ,  408.5113    ,  409.6238    ,  1.112419    , 0.2390691    ,  465.3128    ,  764.1247    ,  882.7241    ,  3.169187    , 0.3590235    , 0.3590235    
         0.333,              ,  0.000000    ,  18.24190    ,  807.4529    ,  0.000000    ,  807.4529    ,  18.24190    ,  789.2110    ,  790.1755    , 0.9644791    , 0.1168082    ,  825.6948    ,  1554.300    ,  1708.419    ,  4.133666    , 0.2419586    , 0.2419586    
         0.417,              ,  0.000000    ,  12.18906    ,  1089.140    ,  0.000000    ,  1089.140    ,  12.18906    ,  1076.951    ,  1077.951    , 0.9993011    , 0.9073590E-01,  1101.329    ,  2632.251    ,  2809.748    ,  5.132967    , 0.1826842    , 0.1826842    
         0.500,              ,  0.000000    ,  8.504010    ,  1283.413    ,  0.000000    ,  1283.413    ,  8.504010    ,  1274.909    ,  1275.327    , 0.4184338    , 0.3238860E-01,  1291.917    ,  3907.578    ,  4101.665    ,  5.551401    , 0.1353451    , 0.1353451    
         0.583,              ,  0.000000    ,  6.170679    ,  1561.486    ,  0.000000    ,  1561.486    ,  6.170679    ,  1555.315    ,  1557.033    ,  1.717693    , 0.1095708    ,  1567.656    ,  5464.611    ,  5669.322    ,  7.269094    , 0.1282181    , 0.1282181    
         0.667,              ,  0.000000    ,  4.685528    ,  1926.160    ,  0.000000    ,  1926.160    ,  4.685528    ,  1921.474    ,  1923.225    ,  1.751180    , 0.9069500E-01,  1930.845    ,  7387.836    ,  7600.167    ,  9.020275    , 0.1186852    , 0.1186852    
         0.750,              ,  0.000000    ,  3.542762    ,  2509.686    ,  0.000000    ,  2509.686    ,  3.542762    ,  2506.143    ,  2508.702    ,  2.559041    , 0.1018229    ,  2513.229    ,  9896.538    ,  10113.40    ,  11.57932    , 0.1144948    , 0.1144948    
         0.833,              ,  0.000000    ,  2.728883    ,  3314.109    ,  0.000000    ,  3314.109    ,  2.728883    ,  3311.380    ,  3313.646    ,  2.266534    , 0.6833418E-01,  3316.837    ,  13210.18    ,  13430.23    ,  13.84585    , 0.1030946    , 0.1030946    
         0.917,              ,  0.000000    ,  2.140257    ,  4482.378    ,  0.000000    ,  4482.378    ,  2.140257    ,  4480.238    ,  4484.368    ,  4.130002    , 0.9209466E-01,  4484.519    ,  17694.55    ,  17914.75    ,  17.97585    , 0.1003411    , 0.1003411    
         1.000,              ,  0.000000    ,  1.701024    ,  6018.295    ,  0.000000    ,  6018.295    ,  1.701024    ,  6016.594    ,  6020.765    ,  4.170912    , 0.6928429E-01,  6019.996    ,  23715.32    ,  23934.75    ,  22.14676    , 0.9252975E-01, 0.9252975E-01
         1.083,              ,  0.000000    ,  1.375445    ,  9435.014    ,  0.000000    ,  9435.014    ,  1.375445    ,  9433.638    ,  9444.292    ,  10.65400    , 0.1129034    ,  9436.389    ,  33159.61    ,  33371.14    ,  32.80077    , 0.9829083E-01, 0.9829083E-01
         1.167,              ,  0.000000    ,  1.140287    ,  14745.93    ,  0.000000    ,  14745.93    ,  1.140287    ,  14744.79    ,  14753.70    ,  8.910434    , 0.6042174E-01,  14747.07    ,  47913.31    ,  48118.20    ,  41.71120    , 0.8668487E-01, 0.8668487E-01
         1.250,              ,  0.000000    , 0.9580622    ,  18913.57    ,  0.000000    ,  18913.57    , 0.9580622    ,  18912.61    ,  18921.87    ,  9.258235    , 0.4894776E-01,  18914.52    ,  66835.17    ,  67032.73    ,  50.96944    , 0.7603665E-01, 0.7603665E-01
         1.333,              ,  0.000000    , 0.8096318    ,  21949.12    ,  0.000000    ,  21949.12    , 0.8096318    ,  21948.31    ,  21951.67    ,  3.355805    , 0.1528845E-01,  21949.93    ,  88786.84    ,  88982.66    ,  54.32524    , 0.6105150E-01, 0.6105150E-01
         1.417,              ,  0.000000    , 0.7027393    ,  24174.59    ,  0.000000    ,  24174.59    , 0.7027393    ,  24173.89    ,  24175.43    ,  1.536333    , 0.6354969E-02,  24175.30    ,  112962.3    ,  113158.0    ,  55.86157    , 0.4936602E-01, 0.4936602E-01
         1.500,              ,  0.000000    , 0.6547768    ,  25594.80    ,  0.000000    ,  25594.80    , 0.6547768    ,  25594.15    ,  25594.06    ,-0.8701394E-01,-0.3399585E-03,  25595.46    ,  138556.3    ,  138753.4    ,  55.77456    , 0.4019689E-01, 0.4019689E-01
         1.583,              ,  0.000000    ,  5302.178    ,  26562.90    ,  0.000000    ,  26562.90    ,  5302.178    ,  21260.72    ,  21260.66    ,-0.5458874E-01,-0.1713121E-03,  31865.07    ,  159817.0    ,  170618.5    ,  55.71997    , 0.3265764E-01, 0.3265764E-01
         1.667,              ,  0.000000    ,  16893.29    ,  27080.87    ,  0.000000    ,  27080.87    ,  16893.29    ,  10187.58    ,  10187.02    ,-0.5627613    ,-0.1279755E-02,  43974.16    ,  170004.0    ,  214592.6    ,  55.15721    , 0.2570321E-01, 0.2570321E-01
         1.750,              ,  0.000000    ,  23024.44    ,  27421.32    ,  0.000000    ,  27421.32    ,  23024.44    ,  4396.875    ,  4397.531    , 0.6553707    , 0.1299159E-02,  50445.76    ,  174401.5    ,  265038.4    ,  55.81258    , 0.2105830E-01, 0.2105830E-01
         1.833,              ,  0.000000    ,  25807.83    ,  27589.52    ,  0.000000    ,  27589.52    ,  25807.83    ,  1781.686    ,  1779.850    , -1.835941    ,-0.3438263E-02,  53397.35    ,  176181.4    ,  318435.7    ,  53.97664    , 0.1695056E-01, 0.1695056E-01
         1.917,              ,  0.000000    ,  26898.01    ,  27636.84    ,  0.000000    ,  27636.84    ,  26898.01    ,  738.8285    ,  738.7917    ,-0.3675270E-01,-0.6739305E-04,  54534.85    ,  176920.2    ,  372970.6    ,  53.93989    , 0.1446223E-01, 0.1446223E-01
         2.000,              ,  0.000000    ,  27365.32    ,  27568.47    ,  0.000000    ,  27568.47    ,  27365.32    ,  203.1518    ,  202.1360    , -1.015766    ,-0.1849073E-02,  54933.79    ,  177122.3    ,  427904.4    ,  52.92412    , 0.1236821E-01, 0.1236821E-01
         2.083,              ,  0.000000    ,  27535.11    ,  27348.35    ,  0.000000    ,  27348.35    ,  27535.11    , -186.7546    , -187.0178    ,-0.2632389    ,-0.4796325E-03,  54883.46    ,  176935.3    ,  482787.9    ,  52.66088    , 0.1090766E-01, 0.1090766E-01
         2.167,              ,  0.000000    ,  27533.90    ,  26975.85    ,  0.000000    ,  26975.85    ,  27533.90    , -558.0468    , -558.2898    ,-0.2430363    ,-0.4458584E-03,  54509.75    ,  176377.0    ,  537297.6    ,  52.41784    , 0.9755830E-02, 0.9755830E-02
         2.250,              ,  0.000000    ,  27367.93    ,  26236.10    ,  0.000000    ,  26236.10    ,  27367.93    , -1131.821    , -1132.541    ,-0.7197571    ,-0.1342729E-02,  53604.03    ,  175244.5    ,  590901.6    ,  51.69809    , 0.8749017E-02, 0.8749017E-02
         2.333,              ,  0.000000    ,  27037.55    ,  25127.21    ,  0.000000    ,  25127.21    ,  27037.55    , -1910.339    , -1911.442    , -1.102932    ,-0.2114324E-02,  52164.76    ,  173333.0    ,  643066.4    ,  50.59516    , 0.7867796E-02, 0.7867796E-02
         2.417,              ,  0.000000    ,  26394.81    ,  23954.23    ,  0.000000    ,  23954.23    ,  26394.81    , -2440.581    , -2441.244    ,-0.6634789    ,-0.1317759E-02,  50349.04    ,  170891.8    ,  693415.4    ,  49.93168    , 0.7200831E-02, 0.7200831E-02
         2.500,              ,  0.000000    ,  25486.71    ,  22716.79    ,  0.000000    ,  22716.79    ,  25486.71    , -2769.920    , -2770.716    ,-0.7953186    ,-0.1649919E-02,  48203.50    ,  168121.1    ,  741618.9    ,  49.13636    , 0.6625553E-02, 0.6625553E-02
         2.583,              ,  0.000000    ,  24437.74    ,  21268.41    ,  0.000000    ,  21268.41    ,  24437.74    , -3169.325    , -3172.191    , -2.865974    ,-0.6270436E-02,  45706.15    ,  164948.9    ,  787325.1    ,  46.27038    , 0.5876909E-02, 0.5876909E-02
